Nombre,Tipo,Subtipo,Estatus,Direccion Fisica,Region,Region Zipcode,Municipio,Fipcode,Zipcode,Contacto,Telefono,Tipo de Licencia,Numero de Licencia,Expiracion de Licencia,Estatus de Licencia,Capacidad
Inst. Hogar Alfa Y Omega,Adultos Mayores,Institucion de Adultos,Operando,"Calle Paseo Dorado Numero 1640, 3Ra. Seccion, Levittown",Bayamon,934,Dorado,72051,646,Ottoniel,(787)-245-0917,Licenciado,460,3/5/2025,Al dia,17
Inst. Envejecientes,Adultos Mayores,Institucion de Adultos,Operando,"Calle Cf-119 Costa De Oro, Dorado",Bayamon,934,Dorado,72051,646,Angel Gonzalez Palacios,(787)-949-8049,Licenciado,182,6/3/2023,Vencida,29
"Inst. Paraiso Dorado, L.L.C.",Adultos Mayores,Institucion de Adultos,Operando,"Calle Central # 21 Bo. Mameyal, Dorado",Bayamon,934,Dorado,72051,646,Emma,(787)-626-0730,Licenciado,352,2/1/2024,Al dia,34
"Campea La Nueva Aurora Dorado, Municipio De Dorado",Adultos Mayores,CAMPEA,Operando,"Carr. 698, Km. 0.1, Lote 51, Bo. Mameyal, Dorado",Bayamon,934,Dorado,72051,646,Maria,(787)-796-2469,Licenciado,18,10/6/2024,Al dia,150
Hs Velez Garcia,Adultos Mayores,Hogar Sustituto,Operando,Urb. San Pedro Calle San Martin K-16,Humacao,741,Fajardo,72053,738,Jose,(787)-306-9453,Licenciado,145,4/26/2025,Al dia,5
Hogar Sustituto Eva Walker,Adultos Mayores,Hogar Sustituto,Operando,"Urb. Santa Isidra I, Calle 3, Num. C- 6, Fajardo",Humacao,741,Fajardo,72053,738,Eva,(787)-216-6081,Licenciado,106,2/13/2024,Al dia,6
Hogar Sustituto Iris M Rivera Salaman,Adultos Mayores,Hogar Sustituto,Operando,Calle Union 32 A,Humacao,741,Fajardo,72053,738,Iris,(787)-210-3236,Licenciado,120,6/17/2024,Al dia,6
Hogar Sustituto Ivette Cintron Lopez,Adultos Mayores,Hogar Sustituto,Operando,"Urb. Marines, A46 Calle 2W",Humacao,741,Fajardo,72053,738,Ivette,(787)-909-8265,Licenciado,149,8/28/2024,Al dia,6
Hs Evelyn Carrasquillo / Luis De Jesus,Adultos Mayores,Hogar Sustituto,Operando,Urb. Monte Brisas Calle H B-1,Humacao,741,Fajardo,72053,738,Evelyn Carrasquil Lo,(787)-393-1399,Licenciado,138,11/12/2024,Al dia,6
Hogar Sustituto Nancy Gonzalez,Adultos Mayores,Hogar Sustituto,Operando,"Urbanizacion Monte Brisas 2 Calle U P-1, Fajardo",Humacao,741,Fajardo,72053,738,Nancy,(787)-435-8167,Licenciado,L07230662,6/7/2025,Al dia,6
"Inst. Sagradas Misiones De La Divina Misericordia, Corp.",Adultos Mayores,Institucion de Adultos,Operando,"Urb Santa Isidra I,  Calle Santa Teresa  Num. 208, Fajardo",Humacao,741,Fajardo,72053,738,Angeles,(787)-988-8258,Licenciado,206,6/24/2025,Al dia,7
"Mi Segundo Hogar Aidaluz, Inc.",Adultos Mayores,Institucion de Adultos,Operando,Urb. Ext. Melendez Calle F #63,Humacao,741,Fajardo,72053,738,Stephanie,(787)-556-9876,Licenciado,244,5/15/2024,Al dia,10
"Inst. Blessing Senior House, Inc",Adultos Mayores,Institucion de Adultos,Operando,"Urb. Fajardo Gardens, Calle Saue#336, Fajardo",Humacao,741,Fajardo,72053,738,Monica,(787)-307-7001,Licenciado,240,10/22/2023,Al dia,15
Inst. Hogar Dios Con Nosotros,Adultos Mayores,Institucion de Adultos,Operando,"Bo. Paraiso, Carr. 976 Km 7.3, Calle 3 #80-B",Humacao,741,Fajardo,72053,738,Judith,(787)-396-4160,Licenciado,154,2/9/2024,Al dia,20
Inst. Hogar Estancias Doradas Inc.,Adultos Mayores,Institucion de Adultos,Operando,"Bo. Quebrada Vueltas, Finca 2177, Fajardo",Humacao,741,Fajardo,72053,738,Mariela,(939)-529-2833,Licenciado,228,5/31/2025,Al dia,20
"Institucion Hogar Jonathan, Corp.",Adultos Mayores,Institucion de Adultos,Operando,Bda. Jerusalen Calle 1 K -7 Fajardo,Humacao,741,Fajardo,72053,738,Ana,(787)-909-0254,Licenciado,171,5/7/2024,Al dia,34
"Golden Age Garden, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Carr 194 Km 2.7 Ave. General Valero, Fajardo",Humacao,741,Fajardo,72053,738,Sandra,(787)-863-6835,Licenciado,158,7/16/2024,Al dia,46
Inst. Casa De Salud Del Este,Adultos Mayores,Institucion de Adultos,Operando,"Calle Igualdad C- 2, Urb., Monte Vista, Fajardo",Humacao,741,Fajardo,72053,738,Rabindrana Ut,(787)-860-8444,Licenciado,225,10/30/2024,Al dia,49
Centro Envejeciente Un Nuevo Amanecer,Adultos Mayores,CAMPEA,Operando,Carr 140 Int. Bo. Pajonal,Arecibo,612,Florida,72054,650,Rosa Monroig,(787)-822-0977,Licenciado,26,12/10/2024,Al dia,55
Inst. Clarimar Rivera Rodriguez / Lazos Dorados,Adultos Mayores,Institucion de Adultos,Operando,Calle Ceiba #110,Bayamon,934,Florida,72054,650,Clarimar,(939)-226-8996,Licenciado,466,6/17/2025,Al dia,27
Inst. Vista Laguna Home,Adultos Mayores,Institucion de Adultos,Operando,Bo. Laguna Int. Calle 1 Casa 137,Mayaguez,680,Guanica,72055,647,Jose,(787)-235-5350,Licenciado,199,4/19/2024,Al dia,21
Campea Guanica,Adultos Mayores,CAMPEA,Operando,Calle 25 De Julio #64 Esq. Victor Sallabery,Mayaguez,680,Guanica,72055,647,Cristina,(787)-821-2194,Licenciado,38,9/13/2024,Al dia,55
Inst. Hacienda El Trovador,Adultos Mayores,Institucion de Adultos,Operando,"Bo. Pinas Sector Monserrate, Carr. 775, Km. 0.3, Comerio",Caguas,725,Guayama,72057,784,Tania,(787)-519-9833,Licenciado,340,11/3/2024,Al dia,58
Hogar Posada De La Esperanza,Adultos Mayores,Hogar Sustituto,Operando,Carr.179 Km 3.0 Bo. Guamani,Guayama,784,Guayama,72057,784,Carmen,(787)-312-9870,Licenciado,L06230440,4/9/2025,Al dia,6
Ov Housing Geriatric Living Home Llc,Adultos Mayores,Institucion de Adultos,Operando,Carr. 744 Bo. Machete Sector Interamericana K 1.8,Guayama,784,Guayama,72057,784,Yesenia,(939)-239-7684,Licenciado,L06230549,5/4/2025,Al dia,7
Inst. Hogar Abuelitas Felices Corp.,Adultos Mayores,Institucion de Adultos,Operando,Urb. Bello Horizonte Calle 1 G-2,Guayama,784,Guayama,72057,784,Carmen,(787)-981-8675,Licenciado,165,10/15/2024,Al dia,10
Inst. Hogar Chispa De Amor,Adultos Mayores,Institucion de Adultos,Operando,Urb. Gibralta #26,Guayama,784,Guayama,72057,784,Wanda,(939)-258-4335,Licenciado,106,6/11/2024,Al dia,10
Inst. Morada De Amor,Adultos Mayores,Institucion de Adultos,Operando,"Calle B G-5, Urb. Villa Rosa Ii, Guayama",Guayama,784,Guayama,72057,784,Francisco,(787)-618-7729,Licenciado,72,1/7/2025,Al dia,11
Inst. Hogar San Rafael,Adultos Mayores,Institucion de Adultos,Operando,Carr.  15 Hm 0.3,Guayama,784,Guayama,72057,785,Evelinda,(787)-213-9689,Licenciado,131,4/10/2024,Al dia,12
"Inst. Dulce Hogar, Llc",Adultos Mayores,Institucion de Adultos,Operando,Carr. 713 Km 4.2 Bo. Cimarrona,Guayama,784,Guayama,72057,784,Gisenia,(787)-930-8072,Licenciado,186,3/8/2025,Al dia,13
Inst. Golden Tree Nursing Home Corp,Adultos Mayores,Institucion de Adultos,Operando,"Calle Rafael Santiago Cruz #102,",Guayama,784,Guayama,72057,784,Marangeli,(939)-269-0953,Licenciado,196,8/16/2025,Al dia,17
Inst. Hogar Horizon Haven,Adultos Mayores,Institucion de Adultos,Operando,Calle 1 F10 Bello Horizonte,Guayama,784,Guayama,72057,784,Edwin Zayas Cruz,(787)-391-1045,Licenciado,144,10/7/2023,Al dia,17
Miracle Home,Adultos Mayores,Institucion de Adultos,Operando,"Carr. 713, Km 1.5 Sector Villodas",Guayama,784,Guayama,72057,784,Gisselle,(787)-718-6204,Licenciado,205,11/21/2024,Al dia,18
Hogar San Rafael 2,Adultos Mayores,Institucion de Adultos,Operando,Bo. Caimital Calle 4 #10,Guayama,784,Guayama,72057,784,Julio,(787)-949-9717,Licenciado,198,10/17/2023,Al dia,20
Inst. Goldies Care - Wellness Center,Adultos Mayores,Institucion de Adultos,Operando,"Sector Melanias, Carr. #3 Km 140.2 Lote 2-B",Guayama,784,Guayama,72057,784,Maria,(203)-285-4319,Licenciado,187,3/25/2025,Al dia,20
Yase Inc Dba Hogar Madrigal,Adultos Mayores,Institucion de Adultos,Operando,Guayama Medical Center,Guayama,784,Guayama,72057,784,Yarelis,(787)-438-0010,Licenciado,L06230784,6/13/2025,Al dia,30
Inst. Milagro De Amor Geriatrics Home Inc.,Adultos Mayores,Institucion de Adultos,Operando,"Urb. El Dorado,Calle Jazmin A -6-A-7",Guayama,784,Guayama,72057,784,Manuel,(787)-329-9257,Licenciado,169,7/10/2025,Al dia,35
Inst. Casa Victoria De Los,Adultos Mayores,Institucion de Adultos,Operando,Km. 1.6 Carr. 713 Comunidad Villodas,Guayama,784,Guayama,72057,784,Hector,(787)-368-5401,Licenciado,183,2/7/2025,Al dia,43
Centro De Servicios Multiples De,Adultos Mayores,CAMPEA,Operando,"Bo. Cimarrona Carr 713 Km 4 Hm 3, Guayama",Guayama,784,Guayama,72057,784,Aida,(787)-414-4226,Licenciado,123,2/25/2025,Al dia,45
Centro De Actividades Multiples Departamento De La Familia Guayama,Adultos Mayores,CAMPEA,Operando,Carretera 15 Km 1,Guayama,784,Guayama,72057,784,Anaida,(939)-405-1008,Licenciado,175,3/14/2024,Al dia,62
Abuelitos Con Amor,Adultos Mayores,Hogar Sustituto,Operando,Calle 13 De Marzo #78,Mayaguez,680,Guayanilla,72059,656,Joanne,(787)-246-4084,Licenciado,96,5/30/2025,Al dia,6
Institucion Hogar Eternos Anos Dorados,Adultos Mayores,Institucion de Adultos,Operando,Bo. Macana Carr. 132 Km 4.6,Ponce,716,Guayanilla,72059,656,Diana Feliciano Santiago,(787)-533-5831,Licenciado,1523,7/2/2024,Al dia,16
Institucion Santa Elena El Monte Inc.,Adultos Mayores,Institucion de Adultos,Operando,Calle Orquidea A1 Urb. Santa Elena El Monte Ii,Ponce,716,Guayanilla,72059,656,Noelia Perez Olivera,(787)-231-5079,Licenciado,1278,3/15/2024,Al dia,16
Institucion Hogar Posada De La Felicidad Inc.,Adultos Mayores,Institucion de Adultos,Operando,Bo. Sierra Baja Hacienda Mattei Carr. 375 Km 3.6,Ponce,716,Guayanilla,72059,656,Lourdes Feliciano Gonzalez,(787)-690-9731,Licenciado,1556,12/9/2024,Al dia,19
Institucion Torres Aguilar Inc.,Adultos Mayores,Institucion de Adultos,Operando,"Bo. Quebrada Del Agua Carr. 127 Km 7.5, Sector Los Nietos",Ponce,716,Guayanilla,72059,656,Lesbia Torres Aguilar,(939)-217-4218,Licenciado,1469,7/19/2025,Al dia,20
Campea Centro Envejecientes Macana,Adultos Mayores,CAMPEA,Operando,Carr. 132 Km 4.1 Bo. Macana,Ponce,716,Guayanilla,72059,656,Ana,(787)-698-1034,Licenciado,1085,5/30/2024,Al dia,60
Institucion Estancia M-21,Adultos Mayores,Institucion de Adultos,Operando,"Urb. Parkville Ave. Lincoln M-21 Esq. Harding, Guaynabo",San Juan,902,Guaynabo,72061,969,Helen,(787)-363-7336,Licenciado,466,5/23/2021,Vencida,6
Institucion Casa Rest. Manor,Adultos Mayores,Institucion de Adultos,Operando,"Carr. 1 Km 20.9 Camino Susano Rodriguez, Bo. Rio Guaynabo",San Juan,902,Guaynabo,72061,971,Hector Rivera Quintana,(787)-600-2284,Licenciado,386,2/21/2020,Vencida,9
"Institucion Buena Vida Eterna, Inc./ Dba Parkville Community",Adultos Mayores,Institucion de Adultos,Operando,Calle 20 Numero 116 Urb. Ponce De Leon,San Juan,902,Guaynabo,72061,965,Anelsie,(787)-215-5744,Licenciado,159,3/28/2024,Al dia,13
"Hogar Mi Sagrada Familia,Inc",Adultos Mayores,Institucion de Adultos,Operando,"Ave. Lopategui Q-6, Urb. Parkville",San Juan,902,Guaynabo,72061,969,Maria,(787)-405-7415,Licenciado,275,8/29/2024,Al dia,17
"Hogar Casa Lirios Corp., Senior Living",Adultos Mayores,Institucion de Adultos,Operando,Bo. Rio Carr. # 1 Km 23.6 Lote 78 Guaynabo,San Juan,902,Guaynabo,72061,969,Adriana Cabrera,(787)-374-9145,Licenciado,503,9/20/2024,Al dia,17
Inst. Hogar Llamas De Amor,Adultos Mayores,Institucion de Adultos,Operando,Calle Carazo Num. 84,San Juan,902,Guaynabo,72061,969,Angelina Ramos Carillo,(787)-790-1919,Licenciado,508,12/19/2023,Al dia,19
"Inst. House Saymon, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Carr. 169 Km. 7.2, Bo. Camarones, Guaynabo",San Juan,902,Guaynabo,72061,971,Carmen,(787)-429-8968,Licenciado,359,2/28/2025,Al dia,19
"Inst. Hogar Madre Teresa, Inc",Adultos Mayores,Institucion de Adultos,Operando,"Barrio Cupey Alto, Carr. 176 Km 7.4",San Juan,902,Guaynabo,72061,969,Sol,(787)-293-3249,Licenciado,336,7/13/2025,Al dia,20
Inst. Hogar Lilliam,Adultos Mayores,Institucion de Adultos,Operando,Urb. Villa Capri Calle Ferreira 1105,San Juan,902,Guaynabo,72061,971,Eliezer Betancour,(787)-282-0036,Licenciado,31,3/30/2024,Al dia,20
Institucion Casa De Campo,Adultos Mayores,Institucion de Adultos,Operando,"Carr. 174 R. 833, H2 Santa Rosa Iii Guaynabo",San Juan,902,Guaynabo,72061,971,Jose,(787)-788-1414,Licenciado,340,2/6/2025,Al dia,20
Institucion Hogar Remanso De La Montana,Adultos Mayores,Institucion de Adultos,Operando,"Carr. 836 Km. 2.7 Bo. Camarones, Guaynabo",San Juan,902,Guaynabo,72061,971,Gilberto,(939)-227-8464,Licenciado,453,2/9/2024,Al dia,25
"Institucion Bella Vista Management, Inc. / Hacienda Bella",Adultos Mayores,Institucion de Adultos,Operando,"Carr. 837 Km. 0.6 Lote B-12, Camino Juanillo Fuentes, Canta Gallo",San Juan,902,Guaynabo,72061,971,Ellen,(787)-642-0627,Licenciado,467,11/4/2017,Vencida,26
Inst. Hogar Dulces Suenos,Adultos Mayores,Institucion de Adultos,Operando,"Carr. 837 Km. 3.0 Sector El Llano, Bo. Santa Rosa I",San Juan,902,Guaynabo,72061,971,Obdulia,(787)-272-1385,Licenciado,264,11/9/2023,Al dia,30
Institucion Hogar Barcelona,Adultos Mayores,Institucion de Adultos,Operando,"Carr. 837, Km 1.2 Sector El Llano, Bo. Santa Rosa I",San Juan,902,Guaynabo,72061,969,Yelitza,(787)-550-4621,Licenciado,279,7/18/2024,Al dia,34
Institucion Jdlc Jovenes Del Ayer,Adultos Mayores,Institucion de Adultos,Operando,"Ave. Las Colinas, #119, Urb.  Santa Paula, Guaynabo",San Juan,902,Guaynabo,72061,969,Juana,(787)-789-0796,Licenciado,314,1/9/2024,Al dia,36
Institucion Loma Linda,Adultos Mayores,Institucion de Adultos,Operando,"Calle Damasco, #20 Bo. Camarones, Sector Pedro Reyes, Guaynabo",San Juan,902,Guaynabo,72061,971,Fernando,(787)-410-8952,Licenciado,304,6/21/2021,Vencida,39
Guaynabo Senior Living,Adultos Mayores,Centro de Cuido para Adultos,Operando,Paseo Croato 8-A,San Juan,902,Guaynabo,72061,971,Kathya,(787)-717-4750,Licenciado,L10230820,8/30/2025,Al dia,43
"Institucion Hogar Maria Reina, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Paseo Croatto #8-A, Sector Tome Barrio Quintas De Beverly Hills Guaynabo",San Juan,902,Guaynabo,72061,971,Maria Del Rosario,(787)-720-3676,Licenciado,337,8/7/2024,Al dia,43
Institucion I Love You Lord Home Center,Adultos Mayores,Institucion de Adultos,Operando,"Calle Union #34, Piedras Blanca, Guaynabo",San Juan,902,Guaynabo,72061,970,Dana Montalban Acosta,(787)-720-4597,Licenciado,241,5/19/2024,Al dia,50
Campea Santa Rosa Ii,Adultos Mayores,CAMPEA,Operando,"Carr. 833, Km 6.4 Bo. Santa Rosa Ii Parcelas",San Juan,902,Guaynabo,72061,971,Ivelisse Martinez Reyes,(787)-720-4040,Licenciado,338,7/1/2025,Al dia,60
Campea Santa Rosa Iii,Adultos Mayores,CAMPEA,Operando,"Bo. Santa Rosa Iii, Carr. 833 Km 11.1 Santa Rosa Iii",San Juan,902,Guaynabo,72061,971,Marisol Concepcio,(787)-720-4040,Licenciado,179,5/24/2025,Al dia,60
Municipio De Guaynabo Santa Rosa Iii,Adultos Mayores,CAMPEA,Operando,Bo. Santa Rosa Iii,San Juan,902,Guaynabo,72061,971,Marisol,(787)-720-4040,Licenciado,L10230559,5/24/2025,Al dia,70
"Institucion Parkville Elderly Home, Llc",Adultos Mayores,Institucion de Adultos,Operando,"Urb. Parkville Calle Mejico #1, Guaynabo",San Juan,902,Guaynabo,72061,969,Milton L. Cruz,(787)-946-3060,Licenciado,394,7/11/2023,Vencida,130
Hogar Sustituto Huertas Mulero,Adultos Mayores,Hogar Sustituto,Operando,Bo. Navarro Carr. 931 Km 3.8,Caguas,725,Gurabo,72063,778,Maria,(787)-219-3814,Licenciado,145,8/6/2025,Al dia,6
"Inst. Gotitas De Amor, Inc.",Adultos Mayores,Institucion de Adultos,Operando,Carr. 944 Km 2.7 Bo. Hato Sector Pablo Alamo,Caguas,725,Gurabo,72063,778,Jessica,(787)-593-1892,Licenciado,250,7/10/2024,Al dia,16
Dorishome,Adultos Mayores,Centro de Cuido para Adultos,Operando,Urb. Alturas De Celada Calle 1 #23,Caguas,725,Gurabo,72063,778,Jocelyn,(939)-317-6094,Licenciado,328,12/20/2023,Al dia,21
Inst. Mis Queridos Abuelos,Adultos Mayores,Institucion de Adultos,Operando,"Bo. Navarro, Carr. 931 , Km. 3.5, Gurabo",Caguas,725,Gurabo,72063,778,Cristino,(787)-243-8535,Licenciado,219,3/31/2024,Al dia,27
Campea Huellas De Vida,Adultos Mayores,CAMPEA,Operando,"Carr. 181 Km. 23.4, Bo. Celada, Gurabo",Caguas,725,Gurabo,72063,778,Ernesto,(787)-712-1100,Licenciado,33,12/11/2024,Al dia,150
Inst. Camino De Paz,Adultos Mayores,Institucion de Adultos,Operando,"Carretera #2 Interior, Sector Palma Gorda Km, 84.0 Bo. Carrizales",Arecibo,612,Hatillo,72065,659,Maritza Medina,(787)-202-5513,Licenciado,308,8/18/2023,Vencida,7
Inst. Brisas Del Paraiso,Adultos Mayores,Institucion de Adultos,Operando,"Carr. 130 Interior, Bo. Capaez, Sector Las Piedras, Calle Villa Lolita",Arecibo,612,Hatillo,72065,659,Saul T. Gonzalez Rivera,(787)-312-9496,Licenciado,292,10/12/2023,Al dia,10
Hacienda Las Flores,Adultos Mayores,Institucion de Adultos,Operando,Bo. Cocovado,Arecibo,612,Hatillo,72065,659,Joel,(787)-802-8436,Licenciado,316,11/16/2024,Al dia,15
Inst. Hogar Querubines,Adultos Mayores,Institucion de Adultos,Operando,"Carr. 130 Km. 10.2 Bo. Campo Alegres, Hatillo",Arecibo,612,Hatillo,72065,659,Erick Lopez Curbelo,(787)-501-1133,Licenciado,245,5/23/2025,Al dia,16
"Hogar Residencia El Buen Samaritano Ii, Inc",Adultos Mayores,Institucion de Adultos,Operando,"Carr 494, Km 0.1 Bo. Capaez",Arecibo,612,Hatillo,72065,659,Keysha,(787)-368-8489,Licenciado,L02230218,2/2/2025,Al dia,17
"Inst. Torres Home Care, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Carr. 130 Int. Bo. Capuez, Hatillo",Arecibo,612,Hatillo,72065,659,Ermelinda,(787)-444-9987,Licenciado,294,3/8/2024,Al dia,19
Inst. Hacienda Rosales Del Carmen,Adultos Mayores,Institucion de Adultos,Operando,"Carretera 130 Km, 4.7 Bo. Capaez, Sector Lechuga",Arecibo,612,Hatillo,72065,659,Alejandro L. Alvarado Melendez,(787)-662-0210,Licenciado,286,4/3/2025,Al dia,22
"Institucion Hogar Shalom, Inc.",Adultos Mayores,Institucion de Adultos,Operando,Bo. Bayaney Carr. 129,Arecibo,612,Hatillo,72065,659,Maribel Muniz Mendez,(787)-969-8559,Licenciado,164,2/3/2025,Al dia,29
Institucion Municipal Carmen Vargas,Adultos Mayores,Institucion de Adultos,Operando,"Carr. #2 Km. 88.0 Int., Bo. Pueblo Municipal Sector Acueductos, Hatillo",Arecibo,612,Hatillo,72065,659,Yadira,(787)-380-5098,Licenciado,197,2/13/2025,Al dia,32
Campea Victor Avila,Adultos Mayores,CAMPEA,Operando,"Carr. 2, Bo. Pueblo, Sector Acueductos, Hatillo",Arecibo,612,Hatillo,72065,659,Daisy,(787)-898-3840,Licenciado,20,8/2/2025,Al dia,80
Hogar Sustituto Hogar Clayiri,Adultos Mayores,Hogar Sustituto,Operando,"Urb. Valle Hermoso, Calle Circulo Magico Su-72",Mayaguez,680,Hormigueros,72067,660,Emma,(787)-810-9403,Licenciado,64,8/25/2024,Al dia,6
Hogar Sustituto Uriel,Adultos Mayores,Hogar Sustituto,Operando,Parc. Romulado Calle P 220,Mayaguez,680,Hormigueros,72067,660,Milagros,(787)-849-1043,Licenciado,58,3/19/2024,Al dia,6
"Inst. Hogar Angel De Amor, Corp.",Adultos Mayores,Institucion de Adultos,Operando,Urb. Valle Hermoso Calle Jazmin Sp-5,Mayaguez,680,Hormigueros,72067,660,Sheyla,(787)-458-6776,Licenciado,229,1/28/2025,Al dia,13
"Hogar Tercer Amor, Llc.",Adultos Mayores,Institucion de Adultos,Operando,Urb. Santa Marta Calle H Casa I-10,Mayaguez,680,Hormigueros,72067,660,Edgardo,(939)-350-2579,Licenciado,219,10/1/2023,Al dia,14
Inst. Hogar Esencia De Vida,Adultos Mayores,Institucion de Adultos,Operando,Urb. Valle Hermoso Calle Coral Sw-16,Mayaguez,680,Hormigueros,72067,660,Danna,(939)-232-2270,Licenciado,224,7/9/2023,Vencida,14
Inst. Hogar Hacienda Juanita,Adultos Mayores,Institucion de Adultos,Operando,Carr. 344 Km 3.3 Bo. Jaguitas,Mayaguez,680,Hormigueros,72067,660,Brendaliz,(787)-371-3562,Licenciado,226,8/30/2024,Al dia,15
"Inst. Casa Magnolia, Inc.",Adultos Mayores,Institucion de Adultos,Operando,Carr. 2 Km 165.4 Bo. Lavadero,Mayaguez,680,Hormigueros,72067,660,Annette,(787)-487-0536,Licenciado,241,1/13/2024,Al dia,25
Campea Julio Perez Irizarry,Adultos Mayores,CAMPEA,Operando,Carr. 345 Km 0.8 Sector Verdum,Mayaguez,680,Hormigueros,72067,660,Pedro,(787)-849-2515,Licenciado,100,9/3/2025,Al dia,100
Inst. Hermanitas De Los Ancianos Desamparados Hogar San Jose,Adultos Mayores,Institucion de Adultos,Operando,"20 Ave. Sta. Teresa Journet , Carr. 114, Km. 3.2",Mayaguez,680,Hormigueros,72067,660,Sor Margarita,(787)-832-4243,Licenciado,3,2/17/2024,Al dia,145
Hogar Sustituto Yajaira Torres Oquendo,Adultos Mayores,Hogar Sustituto,Operando,"Carr. 926 Sector Casillas, Bo. Collores",Humacao,741,Humacao,72069,791,Yajaira,(939)-278-4940,Licenciado,131,3/23/2025,Al dia,5
Hogar Sustituto Violeta Guerrero Padua,Adultos Mayores,Hogar Sustituto,Operando,"Calle Morena #165 Punta Santiago , Humacao",Humacao,741,Humacao,72069,741,Violeta,(939)-940-9582,Licenciado,122,10/9/2024,Al dia,6
Felimar Senior Care,Adultos Mayores,Institucion de Adultos,Operando,"Carr. #3 Km 6, Bo. Candelero Arriba, Humacao",Humacao,741,Humacao,72069,741,Marisela,(787)-235-7555,Licenciado,248,11/29/2024,Al dia,7
"Hogar De Envejecientes Mia Victoria, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Extension Roig, Num. 101 Calle Topo, Humacao",Humacao,741,Humacao,72069,741,Joanne,(787)-405-1524,Licenciado,L07230334,3/22/2025,Al dia,9
"Casa Hermosa Vasija, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Bo. Mambiche Blanco, Carr 924 Km 5.8 R-935, Lote 6, Humacao",Humacao,741,Humacao,72069,791,Blanca,(787)-319-3499,Licenciado,249,12/5/2024,Al dia,10
Palmira Private Home For The Elderly Inc.,Adultos Mayores,Institucion de Adultos,Operando,"Urb. Pereyo Esq. Ramon Gomez #22, Huacao",Humacao,741,Humacao,72069,741,Dennis,(787)-439-1101,Licenciado,213,3/17/2024,Al dia,14
Inst. Asilo Francisco,Adultos Mayores,Institucion de Adultos,Operando,Ave. Luis Munoz Marin #5,Humacao,741,Humacao,72069,741,Jamil,(787)-852-7002,Licenciado,2,5/3/2025,Al dia,17
Hogar Terruno Dorado Ii,Adultos Mayores,Institucion de Adultos,Operando,"Carr. #924 Km 2.3 Bo. Collores Sector Pitahaya, Humacao",Humacao,741,Humacao,72069,791,Maria,(787)-218-9301,Licenciado,245,7/6/2024,Al dia,18
"Institucion Hogar Casa Blanca Ii, Inc",Adultos Mayores,Institucion de Adultos,Operando,"Calle Gladiola Bo. Mabu, Sector La Fermina, Humacao",Humacao,741,Humacao,72069,741,Odalys,(787)-228-0175,Licenciado,215,8/18/2024,Al dia,20
"Hogar Nuestro Terruno Dorado, Inc.",Adultos Mayores,Institucion de Adultos,Operando,"Carr. 924 Km. 2.7, Pitahaya",Humacao,741,Humacao,72069,791,Edmy,(787)-465-8020,Licenciado,229,7/14/2025,Al dia,25
